,대학교,대학교 좌표,반경,시도명,시군구명,행정동명,1km 이내 거리(m),상권업종대분류명,상권업종중분류명,상권업종소분류명,경도,위도,대학교_x,대학교_y
19,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,황지동,973.7013112296006,학문/교육,학원기타,학원(종합),128.985895658854,37.1689984203612,128.9741902518472,37.1614947779487
20,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,삼수동,976.8764833131502,음식,한식,한식/백반/한정식,128.978621457445,37.1803315149432,128.9741902518472,37.1614947779487
21,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,604.0503092105712,학문/교육,유아교육,어린이집,128.983353576168,37.1639913836574,128.9741902518472,37.1614947779487
22,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,991.2706972104368,생활서비스,이/미용/건강,여성미용실,128.986664041419,37.1570794292582,128.9741902518472,37.1614947779487
23,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,황지동,968.1051442723447,음식,한식,한식/백반/한정식,128.986379604012,37.1663811931681,128.9741902518472,37.1614947779487
24,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,삼수동,423.57286899769707,소매,가구소매,일반가구소매,128.975459518763,37.173527228941,128.9741902518472,37.1614947779487
25,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,618.0464209740703,음식,닭/오리요리,닭갈비전문,128.983608641525,37.1619527711267,128.9741902518472,37.1614947779487
26,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,565.5051590772721,음식,한식,한식/백반/한정식,128.983135814804,37.1619566946365,128.9741902518472,37.1614947779487
27,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,-141.7346695063631,소매,가정/주방/인테리어,유리/페인트/철물건축자재,128.976723765878,37.1606400357685,128.9741902518472,37.1614947779487
28,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,삼수동,846.2788067479189,소매,건강/미용식품,생식판매,128.980055961446,37.1771748114357,128.9741902518472,37.1614947779487
29,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,삼수동,903.6886869475129,소매,종합소매점,편의점,128.98173400864,37.176313883812,128.9741902518472,37.1614947779487
30,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,668.8576443187683,관광/여가/오락,무도/유흥/가무,노래방,128.984027003125,37.162958534866,128.9741902518472,37.1614947779487
31,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,618.0464209740703,부동산,분양,건물분양-종합,128.983608641525,37.1619527711267,128.9741902518472,37.1614947779487
32,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,741.7042440969653,부동산,부동산중개,부동산중개,128.984715409944,37.1622139111067,128.9741902518472,37.1614947779487
33,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,24.975362364707507,음식,패스트푸드,피자전문,128.978230543111,37.1604924419203,128.9741902518472,37.1614947779487
34,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,631.2808932571108,소매,종합소매점,종합소매,128.982621314479,37.1543916790602,128.9741902518472,37.1614947779487
35,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,24.975362364707507,음식,유흥주점,호프/맥주,128.978230543111,37.1604924419203,128.9741902518472,37.1614947779487
36,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,741.7042440969653,음식,한식,한식/백반/한정식,128.984715409944,37.1622139111067,128.9741902518472,37.1614947779487
37,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,삼수동,994.244779970873,소매,음/식료품소매,식료품점,128.97732672874,37.1812342925897,128.9741902518472,37.1614947779487
38,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,587.4795727104342,학문/교육,학원-보습교습입시,학원-입시,128.983263430491,37.1596397969134,128.9741902518472,37.1614947779487
39,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,삼수동,968.4073130670226,음식,분식,국수/만두/칼국수,128.978809747372,37.1800866620748,128.9741902518472,37.1614947779487
40,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,618.0464209740703,음식,패스트푸드,핫도그,128.983608641525,37.1619527711267,128.9741902518472,37.1614947779487
41,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,-103.50657420710286,소매,운동/경기용품소매,자전거판매,128.977098398093,37.1608802459241,128.9741902518472,37.1614947779487
42,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,24.975362364707507,학문/교육,학원기타,학원(종합),128.978230543111,37.1604924419203,128.9741902518472,37.1614947779487
43,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,720.0096904349091,학문/교육,학원기타,학원(종합),128.984528974548,37.1617288637485,128.9741902518472,37.1614947779487
44,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,삼수동,948.3923403313679,소매,운동/경기용품소매,운동/경기용품,128.963216423197,37.1706537384756,128.9741902518472,37.1614947779487
45,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,520.511396967152,음식,중식,중국음식/중국집,128.981263645007,37.15387127536,128.9741902518472,37.1614947779487
46,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,삼수동,975.2226742019091,스포츠,실내운동시설,헬스클럽,128.979045636114,37.1800396580751,128.9741902518472,37.1614947779487
47,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,507.07896195585596,소매,종합소매점,수퍼마켓,128.981618232313,37.1551749422839,128.9741902518472,37.1614947779487
48,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,792.500269557487,음식,한식,한식/백반/한정식,128.985181338803,37.161678387067,128.9741902518472,37.1614947779487
49,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,474.6288854809447,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,128.98075698213,37.1538664581544,128.9741902518472,37.1614947779487
50,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,삼수동,694.0413125676971,소매,종합소매점,시장/종합상가,128.979623027701,37.1750427782722,128.9741902518472,37.1614947779487
51,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,717.3763706556088,학문/교육,유아교육,어린이집,128.98449975865,37.1620805371772,128.9741902518472,37.1614947779487
52,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,630.451315518882,소매,종합소매점,편의점,128.983721735017,37.1611228162513,128.9741902518472,37.1614947779487
53,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,삼수동,970.9417856696971,소매,운동/경기용품소매,스키장비판매,128.963003071287,37.1707005277597,128.9741902518472,37.1614947779487
54,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,755.0632393662725,음식,유흥주점,빠/카페/스탠드빠,128.983777131371,37.1541027477658,128.9741902518472,37.1614947779487
55,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,239.53718597096457,음식,한식,기타고기요리,128.98011297488,37.1597920486974,128.9741902518472,37.1614947779487
56,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,삼수동,838.70072155095,생활서비스,자동차/이륜차,자동차정비/카센타,128.973600691101,37.1796069397367,128.9741902518472,37.1614947779487
57,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,683.6484495561829,음식,유흥주점,호프/맥주,128.984202149562,37.1617045453385,128.9741902518472,37.1614947779487
58,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,630.451315518882,소매,종합소매점,편의점,128.983721735017,37.1611228162513,128.9741902518472,37.1614947779487
59,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,755.0632393662725,음식,커피점/카페,커피전문점/카페/다방,128.983777131371,37.1541027477658,128.9741902518472,37.1614947779487
60,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,황지동,913.5760183380219,소매,종합소매점,수퍼마켓,128.985363803777,37.1687955903656,128.9741902518472,37.1614947779487
61,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,삼수동,753.8785762290559,생활서비스,광고/인쇄,광고물제작-종합,128.975138647409,37.1783507709822,128.9741902518472,37.1614947779487
62,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,496.0635490943433,음식,한식,기타고기요리,128.982499019211,37.162340439669,128.9741902518472,37.1614947779487
63,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,804.0753197109141,음식,한식,갈비/삼겹살,128.985277832734,37.1621731922359,128.9741902518472,37.1614947779487
64,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,-103.50657420710286,음식,한식,곱창/양구이전문,128.977098398093,37.1608802459241,128.9741902518472,37.1614947779487
65,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,485.8924252301137,학문/교육,유아교육,어린이집,128.981545025717,37.1556080792847,128.9741902518472,37.1614947779487
66,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,삼수동,313.6864455654393,음식,일식/수산물,민물장어전문,128.973819761201,37.1721079616324,128.9741902518472,37.1614947779487
67,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,679.6652957492804,음식,한식,한식/백반/한정식,128.983140404078,37.154486495747,128.9741902518472,37.1614947779487
68,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,921.596316630902,소매,종합소매점,수퍼마켓,128.985635028017,37.1549974276865,128.9741902518472,37.1614947779487
69,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,300.8116670854052,음식,유흥주점,호프/맥주,128.980650889185,37.1595983667092,128.9741902518472,37.1614947779487
70,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,-26.972751269612218,소매,종합소매점,편의점,128.977492423569,37.1591288524718,128.9741902518472,37.1614947779487
71,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,164.55564871982352,음식,커피점/카페,커피전문점/카페/다방,128.977596194431,37.1549468663971,128.9741902518472,37.1614947779487
72,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,401.7689594565774,음식,유흥주점,호프/맥주,128.981486111011,37.1588885905361,128.9741902518472,37.1614947779487
73,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,486.0733520987017,음식,일식/수산물,낙지/오징어,128.982417182497,37.1621068309495,128.9741902518472,37.1614947779487
74,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,318.05468659082777,음식,커피점/카페,커피전문점/카페/다방,128.978968345516,37.1539713566969,128.9741902518472,37.1614947779487
75,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,609.0437225962457,음식,한식,한식/백반/한정식,128.982701565037,37.1553732187472,128.9741902518472,37.1614947779487
76,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,96.42877414502317,생활서비스,이/미용/건강,발/네일케어,128.978858063012,37.1602619841524,128.9741902518472,37.1614947779487
77,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,황연동,985.4777942788326,소매,가정/주방/인테리어,유리/페인트/철물건축자재,128.979929045045,37.1795547711498,128.9741902518472,37.1614947779487
78,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,797.3800772461332,생활서비스,자동차/이륜차,자동차정비/카센타,128.984205233008,37.1541262265858,128.9741902518472,37.1614947779487
79,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,401.7689594565774,음식,닭/오리요리,불닭전문,128.981486111011,37.1588885905361,128.9741902518472,37.1614947779487
80,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,486.0733520987017,음식,한식,한식/백반/한정식,128.982417182497,37.1621068309495,128.9741902518472,37.1614947779487
81,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,401.7689594565774,음식,커피점/카페,커피전문점/카페/다방,128.981486111011,37.1588885905361,128.9741902518472,37.1614947779487
82,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,587.4795727104342,학문/교육,학원-음악미술무용,피아노/바이올린/기타,128.983263430491,37.1596397969134,128.9741902518472,37.1614947779487
83,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,668.8576443187683,음식,한식,갈비/삼겹살,128.984027003125,37.162958534866,128.9741902518472,37.1614947779487
84,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,668.8576443187683,소매,음/식료품소매,식료품점,128.984027003125,37.162958534866,128.9741902518472,37.1614947779487
85,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,황지동,938.8124089956357,생활서비스,이/미용/건강,여성미용실,128.985888424124,37.1675747372682,128.9741902518472,37.1614947779487
86,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,984.6261204030745,소매,종합소매점,수퍼마켓,128.986670715703,37.1575930034938,128.9741902518472,37.1614947779487
87,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,-70.18702305960295,학문/교육,학원기타,학원(종합),128.974744457604,37.1564301469162,128.9741902518472,37.1614947779487
88,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,239.53718597096457,음식,한식,한식/백반/한정식,128.98011297488,37.1597920486974,128.9741902518472,37.1614947779487
89,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,668.8576443187683,음식,닭/오리요리,후라이드/양념치킨,128.984027003125,37.162958534866,128.9741902518472,37.1614947779487
90,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,420.37591338878707,학문/교육,유아교육,어린이집,128.981835342831,37.1615169238959,128.9741902518472,37.1614947779487
91,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,745.965953524126,스포츠,실내운동시설,실내골프연습장,128.984651989841,37.159060572062,128.9741902518472,37.1614947779487
92,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,삼수동,463.51391561636234,소매,사무/문구/컴퓨터,화방/필방,128.976822500547,37.1735610560252,128.9741902518472,37.1614947779487
93,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,280.59133740271744,음식,분식,국수/만두/칼국수,128.978599083655,37.15414561643,128.9741902518472,37.1614947779487
94,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,342.42368203297593,숙박,캠프/별장/펜션,캠프/별장/펜션,128.967710779166,37.1575240605703,128.9741902518472,37.1614947779487
95,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,668.8576443187683,음식,일식/수산물,음식점-초밥전문,128.984027003125,37.162958534866,128.9741902518472,37.1614947779487
96,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,420.37591338878707,학문/교육,학원-어학,학원-외국어/어학,128.981835342831,37.1615169238959,128.9741902518472,37.1614947779487
97,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,96.42877414502317,음식,한식,한식/백반/한정식,128.978858063012,37.1602619841524,128.9741902518472,37.1614947779487
98,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,590.4003471425021,소매,건강/미용식품,녹즙판매,128.983363240798,37.1612609572105,128.9741902518472,37.1614947779487
99,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,429.5503254605364,음식,한식,기타고기요리,128.981795651966,37.1593185569747,128.9741902518472,37.1614947779487
100,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,삼수동,894.8750491699038,생활서비스,자동차/이륜차,자동차정비/카센타,128.97312608567,37.180358753688,128.9741902518472,37.1614947779487
101,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,273.9212799495711,음식,한식,한식/백반/한정식,128.980415646563,37.1596904235716,128.9741902518472,37.1614947779487
102,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,171.59439115668823,음식,커피점/카페,커피전문점/카페/다방,128.969410151774,37.1574741279895,128.9741902518472,37.1614947779487
103,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,957.1673334272293,음식,한식,한식/백반/한정식,128.986543124247,37.164235205058,128.9741902518472,37.1614947779487
104,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,171.59439115668823,음식,한식,한식/백반/한정식,128.969410151774,37.1574741279895,128.9741902518472,37.1614947779487
105,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,993.7108827695199,생활서비스,이/미용/건강,남성미용실,128.98678691727,37.1578713785066,128.9741902518472,37.1614947779487
106,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,243.00970899590317,숙박,모텔/여관/여인숙,모텔/여관/여인숙,128.980172752208,37.1600618858083,128.9741902518472,37.1614947779487
107,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,황연동,991.682536185725,생활서비스,이/미용/건강,여성미용실,128.98006405346,37.1795446434872,128.9741902518472,37.1614947779487
108,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,973.2250062685546,소매,종합소매점,할인점,128.986768589644,37.1599260497703,128.9741902518472,37.1614947779487
109,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,-11.856178926270957,음식,한식,한식/백반/한정식,128.977879817174,37.1603601706939,128.9741902518472,37.1614947779487
110,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,618.0464209740703,소매,화장품소매,화장품판매점,128.983608641525,37.1619527711267,128.9741902518472,37.1614947779487
111,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,654.5920065023467,생활서비스,이/미용/건강,비만/피부관리,128.982752312865,37.1540752058917,128.9741902518472,37.1614947779487
112,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,435.24461420589506,음식,제과제빵떡케익,제과점,128.980851840021,37.1551091991022,128.9741902518472,37.1614947779487
113,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,황연동,999.9024568762898,생활서비스,이/미용/건강,여성미용실,128.979664380468,37.1799894887238,128.9741902518472,37.1614947779487
114,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,401.7689594565774,음식,분식,라면김밥분식,128.981486111011,37.1588885905361,128.9741902518472,37.1614947779487
115,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,630.451315518882,음식,닭/오리요리,후라이드/양념치킨,128.983721735017,37.1611228162513,128.9741902518472,37.1614947779487
116,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,-316.7262618872709,음식,패스트푸드,패스트푸드,128.973276058958,37.1622002798068,128.9741902518472,37.1614947779487
117,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,590.4003471425021,음식,닭/오리요리,후라이드/양념치킨,128.983363240798,37.1612609572105,128.9741902518472,37.1614947779487
118,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,삼수동,801.4756748796524,생활서비스,세탁/가사서비스,세탁소/빨래방,128.975428378578,37.1789881690211,128.9741902518472,37.1614947779487
119,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,630.451315518882,음식,닭/오리요리,후라이드/양념치킨,128.983721735017,37.1611228162513,128.9741902518472,37.1614947779487
120,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,950.86951912982,음식,분식,국수/만두/칼국수,128.986603341567,37.1610718282425,128.9741902518472,37.1614947779487
121,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,삼수동,466.2288270784325,음식,한식,한식/백반/한정식,128.975680632848,37.174084092525,128.9741902518472,37.1614947779487
122,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,703.6742741724763,학문/교육,학원-보습교습입시,학원-입시,128.984382273382,37.1617030492785,128.9741902518472,37.1614947779487
123,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,239.53718597096457,생활서비스,이/미용/건강,여성미용실,128.98011297488,37.1597920486974,128.9741902518472,37.1614947779487
124,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,483.53079853718754,음식,중식,중국음식/중국집,128.982394550281,37.1620980075218,128.9741902518472,37.1614947779487
125,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,상장동,609.0437225962457,음식,한식,한식/백반/한정식,128.982701565037,37.1553732187472,128.9741902518472,37.1614947779487
126,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,삼수동,368.18556787562903,소매,음/식료품소매,건어물상,128.973998828354,37.1728994610512,128.9741902518472,37.1614947779487
127,강원관광대학교,"(128.97419025184723, 37.16149477794874)",429.7220031601826,강원도,태백시,삼수동,850.2962613064283,생활서비스,인력/고용/용역알선,인력공급/고용알선,128.975998929845,37.1795691872826,128.9741902518472,37.1614947779487
