,기준년도,학교종류,설립구분,지역,상태,학교,입학정원,정원내(모집인원),정원내(지원자),정원내 입학자(남),정원내 입학자(여),정원내 신입생 충원율(정원내 입학자/정원내 모집인원),경쟁률(정원내 지원자/정원내 모집인원)
206,2020,대학교,사립,경기,기존,한국공학대학교 ,1380.0,1382.0,15263.0,1002.0,379.0,99.9,11.0
207,2020,대학교,특별법법인,대전,기존,한국과학기술원 ,970.0,710.0,4445.0,578.0,128.0,99.4,6.3
208,2020,대학교,국립,충북,기존,한국교원대학교 ,546.0,549.0,2519.0,253.0,296.0,100.0,4.6
209,2020,대학교,국립,충북,기존,한국교통대학교 ,1911.0,1920.0,10994.0,1296.0,618.0,99.7,5.7
210,2020,대학교,사립,경남,기존,한국국제대학교 ,540.0,538.0,1001.0,107.0,68.0,32.5,1.9
211,2020,대학교,사립,충남,기존,한국기술교육대학교 ,836.0,836.0,6069.0,639.0,197.0,100.0,7.3
212,2020,방송통신대학,국립,서울,기존,한국방송통신대학교 ,55050.0,55050.0,16040.0,4795.0,8401.0,24.0,0.3
213,2020,대학교,사립,서울,기존,한국성서대학교 ,223.0,223.0,1570.0,97.0,125.0,99.6,7.0
214,2020,사이버대학(대학),사립,서울,기존,한국열린사이버대학교 ,1000.0,1000.0,1798.0,250.0,750.0,100.0,1.8
215,2020,각종학교(대학),특별법국립,서울,기존,한국예술종합학교 ,558.0,558.0,12061.0,170.0,364.0,95.7,21.6
216,2020,대학교,사립,서울,기존,한국외국어대학교 ,3377.0,3398.0,38020.0,1298.0,2087.0,99.6,11.2
217,2020,대학교,특별법국립,충남,기존,한국전통문화대학교 ,140.0,140.0,992.0,60.0,80.0,100.0,7.1
218,2020,대학교,국립,서울,기존,한국체육대학교 ,545.0,547.0,1915.0,333.0,212.0,99.6,3.5
219,2020,대학교,사립,대전,기존,한국침례신학대학교 ,360.0,364.0,520.0,124.0,163.0,78.8,1.4
220,2020,대학교,사립,경기,기존,한국항공대학교 ,827.0,829.0,8159.0,618.0,201.0,98.8,9.8
221,2020,대학교,국립,부산,기존,한국해양대학교 ,1440.0,1440.0,8149.0,1054.0,385.0,99.9,5.7
