,기준년도,학교종류,설립구분,지역,상태,학교,입학정원,정원내(모집인원),정원내(지원자),정원내 입학자(남),정원내 입학자(여),정원내 신입생 충원율(정원내 입학자/정원내 모집인원),경쟁률(정원내 지원자/정원내 모집인원)
233,2021,대학교,사립,서울,기존,한양대학교 ,2890.0,2906.0,49334.0,1743.0,1151.0,99.6,17.0
234,2021,대학교,사립,경기,기존,한양대학교(ERICA) _분교,1875.0,1891.0,31824.0,1133.0,754.0,99.8,16.8
235,2021,사이버대학(대학),사립,서울,기존,한양사이버대학교 ,3240.0,3240.0,4641.0,1484.0,1726.0,99.1,1.4
236,2021,대학교,사립,전북,기존,한일장신대학교 ,219.0,219.0,495.0,122.0,75.0,90.0,2.3
237,2021,대학교,사립,경기,기존,협성대학교 ,1004.0,1007.0,7822.0,402.0,575.0,97.0,7.8
238,2021,대학교,사립,광주,기존,호남대학교 ,1562.0,1566.0,9421.0,728.0,690.0,90.5,6.0
239,2021,대학교,사립,광주,기존,호남신학대학교 ,137.0,137.0,187.0,63.0,68.0,95.6,1.4
240,2021,대학교,사립,충남,기존,호서대학교 ,2881.0,2887.0,20602.0,1560.0,1236.0,96.8,7.1
241,2021,산업대학,사립,전북,기존,호원대학교 ,1147.0,1115.0,12625.0,493.0,454.0,84.9,11.3
242,2021,대학교,사립,서울,기존,홍익대학교 ,2371.0,2377.0,35407.0,1218.0,1158.0,100.0,14.9
243,2021,대학교,사립,세종,기존,홍익대학교 _제2캠퍼스,1299.0,1307.0,6651.0,706.0,595.0,99.5,5.1
244,2021,사이버대학(대학),사립,부산,기존,화신사이버대학교 ,430.0,430.0,851.0,119.0,311.0,100.0,2.0
