소재지(시군구)별,문화시설별,항목,단위,2020 년
강원도,지방문화원,시설수,개,1
강원도,지방문화원,면적,㎡,3251
강원도,문화예술진흥시설,시설수,개,39
강원도,문화예술진흥시설,면적,㎡,1577108
강원도,전시시설,시설수,개,
강원도,전시시설,면적,㎡,
강원도,국제회의시설,시설수,개,
강원도,국제회의시설,면적,㎡,
강원도,공공도서관,시설수,개,6
강원도,공공도서관,면적,㎡,19924
강원도,전문도서관,시설수,개,
강원도,전문도서관,면적,㎡,
춘천시,계,시설수,개,9
춘천시,계,면적,㎡,202391
춘천시,공연장,시설수,개,
춘천시,공연장,면적,㎡,
춘천시,박물관,시설수,개,
춘천시,박물관,면적,㎡,
춘천시,미술관,시설수,개,2
춘천시,미술관,면적,㎡,23565
춘천시,과학관,시설수,개,1
춘천시,과학관,면적,㎡,15075
춘천시,문화산업단지,시설수,개,1
춘천시,문화산업단지,면적,㎡,13885
춘천시,문화산업진흥시설,시설수,개,
춘천시,문화산업진흥시설,면적,㎡,
춘천시,지방문화원,시설수,개,
춘천시,지방문화원,면적,㎡,
춘천시,문화예술진흥시설,시설수,개,5
춘천시,문화예술진흥시설,면적,㎡,149866
춘천시,전시시설,시설수,개,
춘천시,전시시설,면적,㎡,
춘천시,국제회의시설,시설수,개,
춘천시,국제회의시설,면적,㎡,
춘천시,공공도서관,시설수,개,
춘천시,공공도서관,면적,㎡,
춘천시,전문도서관,시설수,개,
춘천시,전문도서관,면적,㎡,
원주시,계,시설수,개,12
원주시,계,면적,㎡,417568
원주시,공연장,시설수,개,
원주시,공연장,면적,㎡,
원주시,박물관,시설수,개,
원주시,박물관,면적,㎡,
원주시,미술관,시설수,개,2
원주시,미술관,면적,㎡,17453
원주시,과학관,시설수,개,4
원주시,과학관,면적,㎡,279026
원주시,문화산업단지,시설수,개,
원주시,문화산업단지,면적,㎡,
원주시,문화산업진흥시설,시설수,개,3
원주시,문화산업진흥시설,면적,㎡,103857
원주시,지방문화원,시설수,개,
원주시,지방문화원,면적,㎡,
원주시,문화예술진흥시설,시설수,개,1
원주시,문화예술진흥시설,면적,㎡,12067
원주시,전시시설,시설수,개,
원주시,전시시설,면적,㎡,
원주시,국제회의시설,시설수,개,
원주시,국제회의시설,면적,㎡,
원주시,공공도서관,시설수,개,2
원주시,공공도서관,면적,㎡,5165
원주시,전문도서관,시설수,개,
원주시,전문도서관,면적,㎡,
강릉시,계,시설수,개,8
강릉시,계,면적,㎡,184236
강릉시,공연장,시설수,개,
강릉시,공연장,면적,㎡,
강릉시,박물관,시설수,개,
강릉시,박물관,면적,㎡,
강릉시,미술관,시설수,개,
강릉시,미술관,면적,㎡,
강릉시,과학관,시설수,개,1
강릉시,과학관,면적,㎡,14924
강릉시,문화산업단지,시설수,개,
강릉시,문화산업단지,면적,㎡,
강릉시,문화산업진흥시설,시설수,개,
강릉시,문화산업진흥시설,면적,㎡,
강릉시,지방문화원,시설수,개,1
강릉시,지방문화원,면적,㎡,3251
강릉시,문화예술진흥시설,시설수,개,4
강릉시,문화예술진흥시설,면적,㎡,157694
강릉시,전시시설,시설수,개,
강릉시,전시시설,면적,㎡,
강릉시,국제회의시설,시설수,개,
강릉시,국제회의시설,면적,㎡,
강릉시,공공도서관,시설수,개,2
강릉시,공공도서관,면적,㎡,8367
강릉시,전문도서관,시설수,개,
강릉시,전문도서관,면적,㎡,
태백시,계,시설수,개,1
태백시,계,면적,㎡,23600
태백시,공연장,시설수,개,
태백시,공연장,면적,㎡,
태백시,박물관,시설수,개,
태백시,박물관,면적,㎡,
태백시,미술관,시설수,개,
태백시,미술관,면적,㎡,
태백시,과학관,시설수,개,
태백시,과학관,면적,㎡,
태백시,문화산업단지,시설수,개,
태백시,문화산업단지,면적,㎡,
태백시,문화산업진흥시설,시설수,개,
태백시,문화산업진흥시설,면적,㎡,
태백시,지방문화원,시설수,개,
태백시,지방문화원,면적,㎡,
태백시,문화예술진흥시설,시설수,개,1
태백시,문화예술진흥시설,면적,㎡,23600
태백시,전시시설,시설수,개,
태백시,전시시설,면적,㎡,
태백시,국제회의시설,시설수,개,
태백시,국제회의시설,면적,㎡,
태백시,공공도서관,시설수,개,
태백시,공공도서관,면적,㎡,
태백시,전문도서관,시설수,개,
태백시,전문도서관,면적,㎡,
속초시,계,시설수,개,3
속초시,계,면적,㎡,161721
속초시,공연장,시설수,개,
속초시,공연장,면적,㎡,
속초시,박물관,시설수,개,
속초시,박물관,면적,㎡,
속초시,미술관,시설수,개,
속초시,미술관,면적,㎡,
속초시,과학관,시설수,개,1
속초시,과학관,면적,㎡,154321
속초시,문화산업단지,시설수,개,
속초시,문화산업단지,면적,㎡,
속초시,문화산업진흥시설,시설수,개,
속초시,문화산업진흥시설,면적,㎡,
속초시,지방문화원,시설수,개,
속초시,지방문화원,면적,㎡,
속초시,문화예술진흥시설,시설수,개,1
속초시,문화예술진흥시설,면적,㎡,3000
속초시,전시시설,시설수,개,
속초시,전시시설,면적,㎡,
속초시,국제회의시설,시설수,개,
속초시,국제회의시설,면적,㎡,
속초시,공공도서관,시설수,개,1
속초시,공공도서관,면적,㎡,4400
속초시,전문도서관,시설수,개,
속초시,전문도서관,면적,㎡,
삼척시,계,시설수,개,3
삼척시,계,면적,㎡,129648
삼척시,공연장,시설수,개,
삼척시,공연장,면적,㎡,
삼척시,박물관,시설수,개,
삼척시,박물관,면적,㎡,
삼척시,미술관,시설수,개,
삼척시,미술관,면적,㎡,
삼척시,과학관,시설수,개,
삼척시,과학관,면적,㎡,
삼척시,문화산업단지,시설수,개,
삼척시,문화산업단지,면적,㎡,
삼척시,문화산업진흥시설,시설수,개,
삼척시,문화산업진흥시설,면적,㎡,
삼척시,지방문화원,시설수,개,
삼척시,지방문화원,면적,㎡,
삼척시,문화예술진흥시설,시설수,개,3
삼척시,문화예술진흥시설,면적,㎡,129648
삼척시,전시시설,시설수,개,
삼척시,전시시설,면적,㎡,
삼척시,국제회의시설,시설수,개,
삼척시,국제회의시설,면적,㎡,
삼척시,공공도서관,시설수,개,
삼척시,공공도서관,면적,㎡,
삼척시,전문도서관,시설수,개,
삼척시,전문도서관,면적,㎡,
영월군,계,시설수,개,7
영월군,계,면적,㎡,137566
영월군,공연장,시설수,개,
영월군,공연장,면적,㎡,
영월군,박물관,시설수,개,
영월군,박물관,면적,㎡,
영월군,미술관,시설수,개,
영월군,미술관,면적,㎡,
영월군,과학관,시설수,개,2
영월군,과학관,면적,㎡,44368
영월군,문화산업단지,시설수,개,
영월군,문화산업단지,면적,㎡,
영월군,문화산업진흥시설,시설수,개,
영월군,문화산업진흥시설,면적,㎡,
영월군,지방문화원,시설수,개,
영월군,지방문화원,면적,㎡,
영월군,문화예술진흥시설,시설수,개,4
영월군,문화예술진흥시설,면적,㎡,91206
영월군,전시시설,시설수,개,
영월군,전시시설,면적,㎡,
영월군,국제회의시설,시설수,개,
영월군,국제회의시설,면적,㎡,
영월군,공공도서관,시설수,개,1
영월군,공공도서관,면적,㎡,1992
영월군,전문도서관,시설수,개,
영월군,전문도서관,면적,㎡,
철원군,계,시설수,개,3
철원군,계,면적,㎡,261251
철원군,공연장,시설수,개,
철원군,공연장,면적,㎡,
철원군,박물관,시설수,개,
철원군,박물관,면적,㎡,
철원군,미술관,시설수,개,
철원군,미술관,면적,㎡,
철원군,과학관,시설수,개,
철원군,과학관,면적,㎡,
철원군,문화산업단지,시설수,개,
철원군,문화산업단지,면적,㎡,
철원군,문화산업진흥시설,시설수,개,
철원군,문화산업진흥시설,면적,㎡,
철원군,지방문화원,시설수,개,
철원군,지방문화원,면적,㎡,
철원군,문화예술진흥시설,시설수,개,3
철원군,문화예술진흥시설,면적,㎡,261251
철원군,전시시설,시설수,개,
철원군,전시시설,면적,㎡,
철원군,국제회의시설,시설수,개,
철원군,국제회의시설,면적,㎡,
철원군,공공도서관,시설수,개,
철원군,공공도서관,면적,㎡,
철원군,전문도서관,시설수,개,
철원군,전문도서관,면적,㎡,
화천군,계,시설수,개,5
화천군,계,면적,㎡,264326
화천군,공연장,시설수,개,
화천군,공연장,면적,㎡,
화천군,박물관,시설수,개,
화천군,박물관,면적,㎡,
화천군,미술관,시설수,개,
화천군,미술관,면적,㎡,
화천군,과학관,시설수,개,
화천군,과학관,면적,㎡,
화천군,문화산업단지,시설수,개,
화천군,문화산업단지,면적,㎡,
화천군,문화산업진흥시설,시설수,개,
화천군,문화산업진흥시설,면적,㎡,
화천군,지방문화원,시설수,개,
화천군,지방문화원,면적,㎡,
화천군,문화예술진흥시설,시설수,개,5
화천군,문화예술진흥시설,면적,㎡,264326
화천군,전시시설,시설수,개,
화천군,전시시설,면적,㎡,
화천군,국제회의시설,시설수,개,
화천군,국제회의시설,면적,㎡,
화천군,공공도서관,시설수,개,
화천군,공공도서관,면적,㎡,
화천군,전문도서관,시설수,개,
화천군,전문도서관,면적,㎡,
양구군,계,시설수,개,2
양구군,계,면적,㎡,101911
양구군,공연장,시설수,개,
양구군,공연장,면적,㎡,
양구군,박물관,시설수,개,
양구군,박물관,면적,㎡,
양구군,미술관,시설수,개,
양구군,미술관,면적,㎡,
양구군,과학관,시설수,개,
양구군,과학관,면적,㎡,
양구군,문화산업단지,시설수,개,
양구군,문화산업단지,면적,㎡,
양구군,문화산업진흥시설,시설수,개,
양구군,문화산업진흥시설,면적,㎡,
양구군,지방문화원,시설수,개,
양구군,지방문화원,면적,㎡,
양구군,문화예술진흥시설,시설수,개,2
양구군,문화예술진흥시설,면적,㎡,101911
양구군,전시시설,시설수,개,
양구군,전시시설,면적,㎡,
양구군,국제회의시설,시설수,개,
양구군,국제회의시설,면적,㎡,
양구군,공공도서관,시설수,개,
양구군,공공도서관,면적,㎡,
양구군,전문도서관,시설수,개,
양구군,전문도서관,면적,㎡,
인제군,계,시설수,개,1
인제군,계,면적,㎡,13560
인제군,공연장,시설수,개,
인제군,공연장,면적,㎡,
인제군,박물관,시설수,개,
인제군,박물관,면적,㎡,
인제군,미술관,시설수,개,
인제군,미술관,면적,㎡,
인제군,과학관,시설수,개,
인제군,과학관,면적,㎡,
인제군,문화산업단지,시설수,개,
인제군,문화산업단지,면적,㎡,
인제군,문화산업진흥시설,시설수,개,
인제군,문화산업진흥시설,면적,㎡,
인제군,지방문화원,시설수,개,
인제군,지방문화원,면적,㎡,
인제군,문화예술진흥시설,시설수,개,1
인제군,문화예술진흥시설,면적,㎡,13560
인제군,전시시설,시설수,개,
인제군,전시시설,면적,㎡,
인제군,국제회의시설,시설수,개,
인제군,국제회의시설,면적,㎡,
인제군,공공도서관,시설수,개,
인제군,공공도서관,면적,㎡,
인제군,전문도서관,시설수,개,
인제군,전문도서관,면적,㎡,
홍천군,계,시설수,개,2
홍천군,계,면적,㎡,13328
홍천군,공연장,시설수,개,
홍천군,공연장,면적,㎡,
홍천군,박물관,시설수,개,
홍천군,박물관,면적,㎡,
홍천군,미술관,시설수,개,
홍천군,미술관,면적,㎡,
홍천군,과학관,시설수,개,
홍천군,과학관,면적,㎡,
홍천군,문화산업단지,시설수,개,
홍천군,문화산업단지,면적,㎡,
홍천군,문화산업진흥시설,시설수,개,
홍천군,문화산업진흥시설,면적,㎡,
홍천군,지방문화원,시설수,개,
홍천군,지방문화원,면적,㎡,
홍천군,문화예술진흥시설,시설수,개,2
홍천군,문화예술진흥시설,면적,㎡,13328
홍천군,전시시설,시설수,개,
홍천군,전시시설,면적,㎡,
홍천군,국제회의시설,시설수,개,
홍천군,국제회의시설,면적,㎡,
홍천군,공공도서관,시설수,개,
홍천군,공공도서관,면적,㎡,
홍천군,전문도서관,시설수,개,
홍천군,전문도서관,면적,㎡,
평창군,계,시설수,개,2
평창군,계,면적,㎡,38257
평창군,공연장,시설수,개,
평창군,공연장,면적,㎡,
평창군,박물관,시설수,개,
평창군,박물관,면적,㎡,
평창군,미술관,시설수,개,
평창군,미술관,면적,㎡,
평창군,과학관,시설수,개,
평창군,과학관,면적,㎡,
평창군,문화산업단지,시설수,개,
평창군,문화산업단지,면적,㎡,
평창군,문화산업진흥시설,시설수,개,
평창군,문화산업진흥시설,면적,㎡,
평창군,지방문화원,시설수,개,
평창군,지방문화원,면적,㎡,
평창군,문화예술진흥시설,시설수,개,2
평창군,문화예술진흥시설,면적,㎡,38257
평창군,전시시설,시설수,개,
평창군,전시시설,면적,㎡,
평창군,국제회의시설,시설수,개,
평창군,국제회의시설,면적,㎡,
평창군,공공도서관,시설수,개,
평창군,공공도서관,면적,㎡,
평창군,전문도서관,시설수,개,
평창군,전문도서관,면적,㎡,
정선군,계,시설수,개,1
정선군,계,면적,㎡,540
정선군,공연장,시설수,개,
정선군,공연장,면적,㎡,
정선군,박물관,시설수,개,
정선군,박물관,면적,㎡,
정선군,미술관,시설수,개,
정선군,미술관,면적,㎡,
정선군,과학관,시설수,개,
정선군,과학관,면적,㎡,
정선군,문화산업단지,시설수,개,
정선군,문화산업단지,면적,㎡,
정선군,문화산업진흥시설,시설수,개,
정선군,문화산업진흥시설,면적,㎡,
정선군,지방문화원,시설수,개,
정선군,지방문화원,면적,㎡,
정선군,문화예술진흥시설,시설수,개,1
정선군,문화예술진흥시설,면적,㎡,540
정선군,전시시설,시설수,개,
정선군,전시시설,면적,㎡,
정선군,국제회의시설,시설수,개,
정선군,국제회의시설,면적,㎡,
정선군,공공도서관,시설수,개,
정선군,공공도서관,면적,㎡,
정선군,전문도서관,시설수,개,
정선군,전문도서관,면적,㎡,
횡성군,계,시설수,개,4
횡성군,계,면적,㎡,316854
횡성군,공연장,시설수,개,
횡성군,공연장,면적,㎡,
횡성군,박물관,시설수,개,
횡성군,박물관,면적,㎡,
횡성군,미술관,시설수,개,
횡성군,미술관,면적,㎡,
횡성군,과학관,시설수,개,
횡성군,과학관,면적,㎡,
횡성군,문화산업단지,시설수,개,
횡성군,문화산업단지,면적,㎡,
횡성군,문화산업진흥시설,시설수,개,
횡성군,문화산업진흥시설,면적,㎡,
횡성군,지방문화원,시설수,개,
횡성군,지방문화원,면적,㎡,
횡성군,문화예술진흥시설,시설수,개,4
횡성군,문화예술진흥시설,면적,㎡,316854
횡성군,전시시설,시설수,개,
횡성군,전시시설,면적,㎡,
횡성군,국제회의시설,시설수,개,
횡성군,국제회의시설,면적,㎡,
횡성군,공공도서관,시설수,개,
횡성군,공공도서관,면적,㎡,
횡성군,전문도서관,시설수,개,
횡성군,전문도서관,면적,㎡,
충청북도,계,시설수,개,40
충청북도,계,면적,㎡,789673
충청북도,공연장,시설수,개,1
충청북도,공연장,면적,㎡,12841
충청북도,박물관,시설수,개,
충청북도,박물관,면적,㎡,
충청북도,미술관,시설수,개,
충청북도,미술관,면적,㎡,
충청북도,과학관,시설수,개,4
충청북도,과학관,면적,㎡,129518
충청북도,문화산업단지,시설수,개,1
충청북도,문화산업단지,면적,㎡,812
충청북도,문화산업진흥시설,시설수,개,
충청북도,문화산업진흥시설,면적,㎡,
충청북도,지방문화원,시설수,개,2
충청북도,지방문화원,면적,㎡,10494
충청북도,문화예술진흥시설,시설수,개,21
충청북도,문화예술진흥시설,면적,㎡,533371
충청북도,전시시설,시설수,개,2
충청북도,전시시설,면적,㎡,4047
충청북도,국제회의시설,시설수,개,
충청북도,국제회의시설,면적,㎡,
충청북도,공공도서관,시설수,개,9
충청북도,공공도서관,면적,㎡,98590
충청북도,전문도서관,시설수,개,
충청북도,전문도서관,면적,㎡,
충주시,계,시설수,개,2
충주시,계,면적,㎡,8322
충주시,공연장,시설수,개,
충주시,공연장,면적,㎡,
충주시,박물관,시설수,개,
충주시,박물관,면적,㎡,
충주시,미술관,시설수,개,
충주시,미술관,면적,㎡,
충주시,과학관,시설수,개,1
충주시,과학관,면적,㎡,6980
충주시,문화산업단지,시설수,개,
충주시,문화산업단지,면적,㎡,
충주시,문화산업진흥시설,시설수,개,
충주시,문화산업진흥시설,면적,㎡,
충주시,지방문화원,시설수,개,
충주시,지방문화원,면적,㎡,
충주시,문화예술진흥시설,시설수,개,
충주시,문화예술진흥시설,면적,㎡,
충주시,전시시설,시설수,개,
충주시,전시시설,면적,㎡,
충주시,국제회의시설,시설수,개,
충주시,국제회의시설,면적,㎡,
충주시,공공도서관,시설수,개,1
충주시,공공도서관,면적,㎡,1342
충주시,전문도서관,시설수,개,
충주시,전문도서관,면적,㎡,
제천시,계,시설수,개,5
제천시,계,면적,㎡,117602
제천시,공연장,시설수,개,1
제천시,공연장,면적,㎡,12841
제천시,박물관,시설수,개,
제천시,박물관,면적,㎡,
제천시,미술관,시설수,개,
제천시,미술관,면적,㎡,
제천시,과학관,시설수,개,
제천시,과학관,면적,㎡,
제천시,문화산업단지,시설수,개,
제천시,문화산업단지,면적,㎡,
제천시,문화산업진흥시설,시설수,개,
제천시,문화산업진흥시설,면적,㎡,
제천시,지방문화원,시설수,개,
제천시,지방문화원,면적,㎡,
제천시,문화예술진흥시설,시설수,개,2
제천시,문화예술진흥시설,면적,㎡,53273
제천시,전시시설,시설수,개,1
제천시,전시시설,면적,㎡,1015
제천시,국제회의시설,시설수,개,
제천시,국제회의시설,면적,㎡,
제천시,공공도서관,시설수,개,1
제천시,공공도서관,면적,㎡,50473
제천시,전문도서관,시설수,개,
제천시,전문도서관,면적,㎡,
청주시,계,시설수,개,6
청주시,계,면적,㎡,196311
청주시,공연장,시설수,개,
청주시,공연장,면적,㎡,
청주시,박물관,시설수,개,
청주시,박물관,면적,㎡,
청주시,미술관,시설수,개,
청주시,미술관,면적,㎡,
청주시,과학관,시설수,개,
청주시,과학관,면적,㎡,
청주시,문화산업단지,시설수,개,
청주시,문화산업단지,면적,㎡,
청주시,문화산업진흥시설,시설수,개,
청주시,문화산업진흥시설,면적,㎡,
청주시,지방문화원,시설수,개,
청주시,지방문화원,면적,㎡,
청주시,문화예술진흥시설,시설수,개,3
청주시,문화예술진흥시설,면적,㎡,170836
청주시,전시시설,시설수,개,
청주시,전시시설,면적,㎡,
청주시,국제회의시설,시설수,개,
청주시,국제회의시설,면적,㎡,
청주시,공공도서관,시설수,개,3
청주시,공공도서관,면적,㎡,25475
청주시,전문도서관,시설수,개,
청주시,전문도서관,면적,㎡,
진천군,계,시설수,개,7
진천군,계,면적,㎡,109654
진천군,공연장,시설수,개,
진천군,공연장,면적,㎡,
진천군,박물관,시설수,개,
진천군,박물관,면적,㎡,
진천군,미술관,시설수,개,
진천군,미술관,면적,㎡,
진천군,과학관,시설수,개,1
진천군,과학관,면적,㎡,2849
진천군,문화산업단지,시설수,개,1
진천군,문화산업단지,면적,㎡,812
진천군,문화산업진흥시설,시설수,개,
진천군,문화산업진흥시설,면적,㎡,
진천군,지방문화원,시설수,개,1
진천군,지방문화원,면적,㎡,730
진천군,문화예술진흥시설,시설수,개,3
진천군,문화예술진흥시설,면적,㎡,97727
진천군,전시시설,시설수,개,
진천군,전시시설,면적,㎡,
진천군,국제회의시설,시설수,개,
진천군,국제회의시설,면적,㎡,
진천군,공공도서관,시설수,개,1
진천군,공공도서관,면적,㎡,7536
진천군,전문도서관,시설수,개,
진천군,전문도서관,면적,㎡,
증평군,계,시설수,개,2
증평군,계,면적,㎡,99503
증평군,공연장,시설수,개,
증평군,공연장,면적,㎡,
증평군,박물관,시설수,개,
증평군,박물관,면적,㎡,
증평군,미술관,시설수,개,
증평군,미술관,면적,㎡,
증평군,과학관,시설수,개,1
증평군,과학관,면적,㎡,89739
증평군,문화산업단지,시설수,개,
증평군,문화산업단지,면적,㎡,
증평군,문화산업진흥시설,시설수,개,
증평군,문화산업진흥시설,면적,㎡,
증평군,지방문화원,시설수,개,1
증평군,지방문화원,면적,㎡,9764
증평군,문화예술진흥시설,시설수,개,
증평군,문화예술진흥시설,면적,㎡,
증평군,전시시설,시설수,개,
증평군,전시시설,면적,㎡,
증평군,국제회의시설,시설수,개,
증평군,국제회의시설,면적,㎡,
증평군,공공도서관,시설수,개,
증평군,공공도서관,면적,㎡,
증평군,전문도서관,시설수,개,
증평군,전문도서관,면적,㎡,
보은군,계,시설수,개,3
보은군,계,면적,㎡,60443
보은군,공연장,시설수,개,
보은군,공연장,면적,㎡,
보은군,박물관,시설수,개,
보은군,박물관,면적,㎡,
보은군,미술관,시설수,개,
보은군,미술관,면적,㎡,
보은군,과학관,시설수,개,
보은군,과학관,면적,㎡,
보은군,문화산업단지,시설수,개,
보은군,문화산업단지,면적,㎡,
보은군,문화산업진흥시설,시설수,개,
보은군,문화산업진흥시설,면적,㎡,
보은군,지방문화원,시설수,개,
보은군,지방문화원,면적,㎡,
보은군,문화예술진흥시설,시설수,개,2
보은군,문화예술진흥시설,면적,㎡,58373
보은군,전시시설,시설수,개,
보은군,전시시설,면적,㎡,
보은군,국제회의시설,시설수,개,
보은군,국제회의시설,면적,㎡,
보은군,공공도서관,시설수,개,1
보은군,공공도서관,면적,㎡,2070
보은군,전문도서관,시설수,개,
보은군,전문도서관,면적,㎡,
영동군,계,시설수,개,2
영동군,계,면적,㎡,81503
영동군,공연장,시설수,개,
영동군,공연장,면적,㎡,
영동군,박물관,시설수,개,
영동군,박물관,면적,㎡,
영동군,미술관,시설수,개,
영동군,미술관,면적,㎡,
영동군,과학관,시설수,개,
영동군,과학관,면적,㎡,
영동군,문화산업단지,시설수,개,
영동군,문화산업단지,면적,㎡,
영동군,문화산업진흥시설,시설수,개,
영동군,문화산업진흥시설,면적,㎡,
영동군,지방문화원,시설수,개,
영동군,지방문화원,면적,㎡,
영동군,문화예술진흥시설,시설수,개,1
영동군,문화예술진흥시설,면적,㎡,75956
영동군,전시시설,시설수,개,
영동군,전시시설,면적,㎡,
영동군,국제회의시설,시설수,개,
영동군,국제회의시설,면적,㎡,
영동군,공공도서관,시설수,개,1
영동군,공공도서관,면적,㎡,5547
영동군,전문도서관,시설수,개,
영동군,전문도서관,면적,㎡,
괴산군,계,시설수,개,3
괴산군,계,면적,㎡,22262
괴산군,공연장,시설수,개,
괴산군,공연장,면적,㎡,
괴산군,박물관,시설수,개,
괴산군,박물관,면적,㎡,
괴산군,미술관,시설수,개,
괴산군,미술관,면적,㎡,
괴산군,과학관,시설수,개,
괴산군,과학관,면적,㎡,
괴산군,문화산업단지,시설수,개,
괴산군,문화산업단지,면적,㎡,
괴산군,문화산업진흥시설,시설수,개,
괴산군,문화산업진흥시설,면적,㎡,
괴산군,지방문화원,시설수,개,
괴산군,지방문화원,면적,㎡,
괴산군,문화예술진흥시설,시설수,개,2
괴산군,문화예술진흥시설,면적,㎡,16115
괴산군,전시시설,시설수,개,
괴산군,전시시설,면적,㎡,
괴산군,국제회의시설,시설수,개,
괴산군,국제회의시설,면적,㎡,
괴산군,공공도서관,시설수,개,1
괴산군,공공도서관,면적,㎡,6147
괴산군,전문도서관,시설수,개,
괴산군,전문도서관,면적,㎡,
음성군,계,시설수,개,7
음성군,계,면적,㎡,76266
음성군,공연장,시설수,개,
음성군,공연장,면적,㎡,
음성군,박물관,시설수,개,
음성군,박물관,면적,㎡,
음성군,미술관,시설수,개,
음성군,미술관,면적,㎡,
음성군,과학관,시설수,개,1
음성군,과학관,면적,㎡,29950
음성군,문화산업단지,시설수,개,
음성군,문화산업단지,면적,㎡,
음성군,문화산업진흥시설,시설수,개,
음성군,문화산업진흥시설,면적,㎡,
음성군,지방문화원,시설수,개,
음성군,지방문화원,면적,㎡,
음성군,문화예술진흥시설,시설수,개,6
음성군,문화예술진흥시설,면적,㎡,46316
음성군,전시시설,시설수,개,
음성군,전시시설,면적,㎡,
음성군,국제회의시설,시설수,개,
음성군,국제회의시설,면적,㎡,
음성군,공공도서관,시설수,개,
음성군,공공도서관,면적,㎡,
음성군,전문도서관,시설수,개,
음성군,전문도서관,면적,㎡,
단양군,계,시설수,개,1
단양군,계,면적,㎡,3032
단양군,전시시설,시설수,개,1
단양군,전시시설,면적,㎡,3032
옥천군,계,시설수,개,2
옥천군,계,면적,㎡,14775
옥천군,공연장,시설수,개,
옥천군,공연장,면적,㎡,
옥천군,박물관,시설수,개,
옥천군,박물관,면적,㎡,
옥천군,미술관,시설수,개,
옥천군,미술관,면적,㎡,
옥천군,과학관,시설수,개,
옥천군,과학관,면적,㎡,
옥천군,문화산업단지,시설수,개,
옥천군,문화산업단지,면적,㎡,
옥천군,문화산업진흥시설,시설수,개,
옥천군,문화산업진흥시설,면적,㎡,
옥천군,지방문화원,시설수,개,
옥천군,지방문화원,면적,㎡,
옥천군,문화예술진흥시설,시설수,개,2
옥천군,문화예술진흥시설,면적,㎡,14775
옥천군,전시시설,시설수,개,
옥천군,전시시설,면적,㎡,
옥천군,국제회의시설,시설수,개,
옥천군,국제회의시설,면적,㎡,
옥천군,공공도서관,시설수,개,
옥천군,공공도서관,면적,㎡,
옥천군,전문도서관,시설수,개,
옥천군,전문도서관,면적,㎡,
충청남도,계,시설수,개,47
충청남도,계,면적,㎡,1682045
충청남도,공연장,시설수,개,
충청남도,공연장,면적,㎡,
충청남도,박물관,시설수,개,
충청남도,박물관,면적,㎡,
충청남도,미술관,시설수,개,
충청남도,미술관,면적,㎡,
충청남도,과학관,시설수,개,5
충청남도,과학관,면적,㎡,401748
충청남도,문화산업단지,시설수,개,
충청남도,문화산업단지,면적,㎡,
충청남도,문화산업진흥시설,시설수,개,
충청남도,문화산업진흥시설,면적,㎡,
충청남도,지방문화원,시설수,개,1
충청남도,지방문화원,면적,㎡,91709
충청남도,문화예술진흥시설,시설수,개,28
충청남도,문화예술진흥시설,면적,㎡,1135555
충청남도,전시시설,시설수,개,
충청남도,전시시설,면적,㎡,
충청남도,국제회의시설,시설수,개,
충청남도,국제회의시설,면적,㎡,
충청남도,공공도서관,시설수,개,13
충청남도,공공도서관,면적,㎡,53033
충청남도,전문도서관,시설수,개,
충청남도,전문도서관,면적,㎡,
천안시,계,시설수,개,5
천안시,계,면적,㎡,121017
천안시,공연장,시설수,개,
천안시,공연장,면적,㎡,
천안시,박물관,시설수,개,
천안시,박물관,면적,㎡,
천안시,미술관,시설수,개,
천안시,미술관,면적,㎡,
천안시,과학관,시설수,개,
천안시,과학관,면적,㎡,
천안시,문화산업단지,시설수,개,
천안시,문화산업단지,면적,㎡,
천안시,문화산업진흥시설,시설수,개,
천안시,문화산업진흥시설,면적,㎡,
천안시,지방문화원,시설수,개,
천안시,지방문화원,면적,㎡,
천안시,문화예술진흥시설,시설수,개,3
천안시,문화예술진흥시설,면적,㎡,112154
천안시,전시시설,시설수,개,
천안시,전시시설,면적,㎡,
천안시,국제회의시설,시설수,개,
천안시,국제회의시설,면적,㎡,
천안시,공공도서관,시설수,개,2
천안시,공공도서관,면적,㎡,8863
천안시,전문도서관,시설수,개,
천안시,전문도서관,면적,㎡,
공주시,계,시설수,개,2
공주시,계,면적,㎡,36941
공주시,공연장,시설수,개,
공주시,공연장,면적,㎡,
공주시,박물관,시설수,개,
공주시,박물관,면적,㎡,
공주시,미술관,시설수,개,
공주시,미술관,면적,㎡,
공주시,과학관,시설수,개,1
공주시,과학관,면적,㎡,11961
공주시,문화산업단지,시설수,개,
공주시,문화산업단지,면적,㎡,
공주시,문화산업진흥시설,시설수,개,
공주시,문화산업진흥시설,면적,㎡,
공주시,지방문화원,시설수,개,
공주시,지방문화원,면적,㎡,
공주시,문화예술진흥시설,시설수,개,1
공주시,문화예술진흥시설,면적,㎡,24980
공주시,전시시설,시설수,개,
공주시,전시시설,면적,㎡,
공주시,국제회의시설,시설수,개,
공주시,국제회의시설,면적,㎡,
공주시,공공도서관,시설수,개,
공주시,공공도서관,면적,㎡,
공주시,전문도서관,시설수,개,
공주시,전문도서관,면적,㎡,
보령시,계,시설수,개,3
보령시,계,면적,㎡,40339
보령시,공연장,시설수,개,
보령시,공연장,면적,㎡,
보령시,박물관,시설수,개,
보령시,박물관,면적,㎡,
보령시,미술관,시설수,개,
보령시,미술관,면적,㎡,
